ytid,start_s,end_s,filename,status,error
15z-gbPxdXg,30,40,[15z-gbPxdXg]-[30-40].wav,failed,ERROR: [youtube] 15z-gbPxdXg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
15CZ2h5VL-A,30,40,[15CZ2h5VL-A]-[30-40].wav,failed,ERROR: [youtube] 15CZ2h5VL-A: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
16F5fdORzSo,30,40,[16F5fdORzSo]-[30-40].wav,failed,ERROR: [youtube] 16F5fdORzSo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
16TsDMjHzYU,30,40,[16TsDMjHzYU]-[30-40].wav,failed,ERROR: [youtube] 16TsDMjHzYU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
0VwX92X3iPc,30,40,[0VwX92X3iPc]-[30-40].wav,ok,
17AtKbQ7glU,590,600,[17AtKbQ7glU]-[590-600].wav,failed,ERROR: [youtube] 17AtKbQ7glU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
19-GI2LzOtc,140,150,[19-GI2LzOtc]-[140-150].wav,failed,ERROR: [youtube] 19-GI2LzOtc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
18mS4cLPOb8,50,60,[18mS4cLPOb8]-[50-60].wav,failed,ERROR: [youtube] 18mS4cLPOb8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
0bP2MH3LqvI,30,40,[0bP2MH3LqvI]-[30-40].wav,ok,
19Pp9QEw17U,30,40,[19Pp9QEw17U]-[30-40].wav,failed,ERROR: [youtube] 19Pp9QEw17U: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1ACn3u5UnBw,30,40,[1ACn3u5UnBw]-[30-40].wav,failed,ERROR: [youtube] 1ACn3u5UnBw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1AOe82obwcY,30,40,[1AOe82obwcY]-[30-40].wav,failed,ERROR: [youtube] 1AOe82obwcY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1DNoynuGLV4,30,40,[1DNoynuGLV4]-[30-40].wav,failed,ERROR: [youtube] 1DNoynuGLV4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1BVSYfNCcv0,30,40,[1BVSYfNCcv0]-[30-40].wav,failed,ERROR: [youtube] 1BVSYfNCcv0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1Ccis4FDGwY,20,30,[1Ccis4FDGwY]-[20-30].wav,failed,ERROR: [youtube] 1Ccis4FDGwY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1FU5odlgLmo,30,40,[1FU5odlgLmo]-[30-40].wav,failed,ERROR: [youtube] 1FU5odlgLmo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1FnA3w94zXI,30,40,[1FnA3w94zXI]-[30-40].wav,failed,ERROR: [youtube] 1FnA3w94zXI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
0a91szM1Ivw,30,40,[0a91szM1Ivw]-[30-40].wav,ok,
1FnT0RrfMEA,30,40,[1FnT0RrfMEA]-[30-40].wav,failed,ERROR: [youtube] 1FnT0RrfMEA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1ArUx6UCxe4,30,40,[1ArUx6UCxe4]-[30-40].wav,ok,
1IMi7yfZVVM,40,50,[1IMi7yfZVVM]-[40-50].wav,failed,ERROR: [youtube] 1IMi7yfZVVM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1IK4OeOqAEo,30,40,[1IK4OeOqAEo]-[30-40].wav,failed,ERROR: [youtube] 1IK4OeOqAEo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1GCOnj53QYM,0,10,[1GCOnj53QYM]-[0-10].wav,failed,ERROR: [youtube] 1GCOnj53QYM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1ILLsA6gqHE,30,40,[1ILLsA6gqHE]-[30-40].wav,failed,ERROR: [youtube] 1ILLsA6gqHE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1JpeDWbgUO8,30,40,[1JpeDWbgUO8]-[30-40].wav,failed,ERROR: [youtube] 1JpeDWbgUO8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1Is1xfDjZrw,30,40,[1Is1xfDjZrw]-[30-40].wav,failed,ERROR: [youtube] 1Is1xfDjZrw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1JqNiV03kog,30,40,[1JqNiV03kog]-[30-40].wav,failed,ERROR: [youtube] 1JqNiV03kog: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1KmsVHx7E2c,0,10,[1KmsVHx7E2c]-[0-10].wav,failed,ERROR: [youtube] 1KmsVHx7E2c: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1JwoLPCIGhs,30,40,[1JwoLPCIGhs]-[30-40].wav,failed,ERROR: [youtube] 1JwoLPCIGhs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1KN3GrwhY8c,420,430,[1KN3GrwhY8c]-[420-430].wav,failed,ERROR: [youtube] 1KN3GrwhY8c: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1LA64TXatWk,30,40,[1LA64TXatWk]-[30-40].wav,failed,ERROR: [youtube] 1LA64TXatWk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1MwaXCfUvX8,110,120,[1MwaXCfUvX8]-[110-120].wav,failed,ERROR: [youtube] 1MwaXCfUvX8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1O4LpU7HggY,30,40,[1O4LpU7HggY]-[30-40].wav,failed,ERROR: [youtube] 1O4LpU7HggY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1Q9DXhXMSFI,30,40,[1Q9DXhXMSFI]-[30-40].wav,failed,ERROR: [youtube] 1Q9DXhXMSFI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1PN-bfs2EhY,30,40,[1PN-bfs2EhY]-[30-40].wav,failed,ERROR: [youtube] 1PN-bfs2EhY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1PSzSTilu_s,30,40,[1PSzSTilu_s]-[30-40].wav,failed,ERROR: [youtube] 1PSzSTilu_s: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1PKxdTlquCA,30,40,[1PKxdTlquCA]-[30-40].wav,failed,ERROR: [youtube] 1PKxdTlquCA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1OIfQHKnAcw,20,30,[1OIfQHKnAcw]-[20-30].wav,failed,ERROR: [youtube] 1OIfQHKnAcw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1RhYdQnZ_hw,30,40,[1RhYdQnZ_hw]-[30-40].wav,failed,ERROR: [youtube] 1RhYdQnZ_hw: This video is no longer available because the YouTube account associated with this video has been terminated.
1QFli7KSXAQ,30,40,[1QFli7KSXAQ]-[30-40].wav,failed,ERROR: [youtube] 1QFli7KSXAQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1QSD-dzEv7Y,40,50,[1QSD-dzEv7Y]-[40-50].wav,failed,ERROR: [youtube] 1QSD-dzEv7Y: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1RRGInmOhTQ,250,260,[1RRGInmOhTQ]-[250-260].wav,failed,ERROR: [youtube] 1RRGInmOhTQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1Rd1w7Ty1ak,160,170,[1Rd1w7Ty1ak]-[160-170].wav,failed,ERROR: [youtube] 1Rd1w7Ty1ak: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1SO5RJLWKAs,30,40,[1SO5RJLWKAs]-[30-40].wav,failed,ERROR: [youtube] 1SO5RJLWKAs: This video is unavailable
1RwhRTe-OKk,30,40,[1RwhRTe-OKk]-[30-40].wav,failed,ERROR: [youtube] 1RwhRTe-OKk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1TyOPtg0Yfk,30,40,[1TyOPtg0Yfk]-[30-40].wav,failed,ERROR: [youtube] 1TyOPtg0Yfk: This video is no longer available because the YouTube account associated with this video has been terminated.
1SqihV_DnEg,30,40,[1SqihV_DnEg]-[30-40].wav,failed,ERROR: [youtube] 1SqihV_DnEg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1ToIyrmWFjw,20,30,[1ToIyrmWFjw]-[20-30].wav,failed,ERROR: [youtube] 1ToIyrmWFjw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1V7ReAk9k-4,30,40,[1V7ReAk9k-4]-[30-40].wav,failed,ERROR: [youtube] 1V7ReAk9k-4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1YPYQP6yupA,30,40,[1YPYQP6yupA]-[30-40].wav,failed,ERROR: [youtube] 1YPYQP6yupA: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
1W2Cz2Jj76Q,30,40,[1W2Cz2Jj76Q]-[30-40].wav,failed,ERROR: [youtube] 1W2Cz2Jj76Q: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1VKSpjXZvKo,150,160,[1VKSpjXZvKo]-[150-160].wav,failed,ERROR: [youtube] 1VKSpjXZvKo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1W2FOzSXsxs,30,40,[1W2FOzSXsxs]-[30-40].wav,failed,ERROR: [youtube] 1W2FOzSXsxs: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
1WlvXneu6oY,30,40,[1WlvXneu6oY]-[30-40].wav,failed,ERROR: [youtube] 1WlvXneu6oY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1ZaxqZMs21M,220,230,[1ZaxqZMs21M]-[220-230].wav,failed,ERROR: [youtube] 1ZaxqZMs21M: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1Xtkou9dtyA,370,380,[1Xtkou9dtyA]-[370-380].wav,failed,ERROR: [youtube] 1Xtkou9dtyA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1Ziku4FLka4,30,40,[1Ziku4FLka4]-[30-40].wav,failed,ERROR: [youtube] 1Ziku4FLka4: This video is not available
1_YHHL_t2GI,150,160,[1_YHHL_t2GI]-[150-160].wav,failed,ERROR: [youtube] 1_YHHL_t2GI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1bSP4wLfMpA,0,10,[1bSP4wLfMpA]-[0-10].wav,failed,ERROR: [youtube] 1bSP4wLfMpA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1a_nvi4sW64,30,40,[1a_nvi4sW64]-[30-40].wav,failed,ERROR: [youtube] 1a_nvi4sW64: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1cqcTbDxsHM,130,140,[1cqcTbDxsHM]-[130-140].wav,failed,ERROR: [youtube] 1cqcTbDxsHM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1cwGW0cBdRs,30,40,[1cwGW0cBdRs]-[30-40].wav,failed,ERROR: [youtube] 1cwGW0cBdRs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1dt9eL2rmSY,30,40,[1dt9eL2rmSY]-[30-40].wav,failed,ERROR: [youtube] 1dt9eL2rmSY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1i1sbQOILb0,30,40,[1i1sbQOILb0]-[30-40].wav,failed,ERROR: [youtube] 1i1sbQOILb0: This video is unavailable
1gDNqOQFopY,30,40,[1gDNqOQFopY]-[30-40].wav,failed,ERROR: [youtube] 1gDNqOQFopY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1h2sb2xeCt8,30,40,[1h2sb2xeCt8]-[30-40].wav,failed,ERROR: [youtube] 1h2sb2xeCt8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1hABzqBHh7w,30,40,[1hABzqBHh7w]-[30-40].wav,failed,ERROR: [youtube] 1hABzqBHh7w: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1heMbyumHAo,30,40,[1heMbyumHAo]-[30-40].wav,failed,ERROR: [youtube] 1heMbyumHAo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1hWAOReJehw,140,150,[1hWAOReJehw]-[140-150].wav,failed,ERROR: [youtube] 1hWAOReJehw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1j13NdQiw8c,30,40,[1j13NdQiw8c]-[30-40].wav,failed,ERROR: [youtube] 1j13NdQiw8c: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1j4rFfU5XKQ,30,40,[1j4rFfU5XKQ]-[30-40].wav,failed,ERROR: [youtube] 1j4rFfU5XKQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1j3pXUr8R4M,40,50,[1j3pXUr8R4M]-[40-50].wav,failed,ERROR: [youtube] 1j3pXUr8R4M: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1jATjKL2vAE,10,20,[1jATjKL2vAE]-[10-20].wav,failed,ERROR: [youtube] 1jATjKL2vAE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1jptuEjuTig,30,40,[1jptuEjuTig]-[30-40].wav,failed,ERROR: [youtube] 1jptuEjuTig: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1lgqqW5TsJk,30,40,[1lgqqW5TsJk]-[30-40].wav,failed,ERROR: [youtube] 1lgqqW5TsJk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1kYDbl5Y9Sg,490,500,[1kYDbl5Y9Sg]-[490-500].wav,failed,ERROR: [youtube] 1kYDbl5Y9Sg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
1l7BjFDQLUM,90,100,[1l7BjFDQLUM]-[90-100].wav,failed,ERROR: [youtube] 1l7BjFDQLUM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
